series_id        	seasonal	owner_code	industry_code	occupation_code	subcell_code	area_code	datatype_code	estimate_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
CMU1016110000000P	U	1	611100	000000	00	99999	P	01	All Civilian Total compensation for Elementary and secondary schools; Percent of total compensation		2004	Q01	2021	Q01
CMU1016120000000D	U	1	612000	000000	00	99999	D	01	All Civilian Total compensation for Junior colleges, colleges, universities and professional schools; Cost per hour worked		2004	Q01	2021	Q01
CMU1016120000000P	U	1	612000	000000	00	99999	P	01	All Civilian Total compensation for Junior colleges, colleges, universities and professional schools; Percent of total compensation		2004	Q01	2021	Q01
CMU1016200000000D	U	1	620000	000000	00	99999	D	01	All Civilian Total compensation for Health care and social assistance; Cost per hour worked		2004	Q01	2021	Q01
CMU1016200000000P	U	1	620000	000000	00	99999	P	01	All Civilian Total compensation for Health care and social assistance; Percent of total compensation		2004	Q01	2021	Q01
CMU1016220000000D	U	1	622000	000000	00	99999	D	01	All Civilian Total compensation for Hospitals; Cost per hour worked		2004	Q01	2021	Q01
CMU1016220000000P	U	1	622000	000000	00	99999	P	01	All Civilian Total compensation for Hospitals; Percent of total compensation		2004	Q01	2021	Q01
CMU101G000000000D	U	1	G00000	000000	00	99999	D	01	All Civilian Total compensation for Goods producing industries; Cost per hour worked	D	2004	Q01	2021	Q01
CMU101G000000000P	U	1	G00000	000000	00	99999	P	01	All Civilian Total compensation for Goods producing industries; Percent of total compensation	D	2004	Q01	2021	Q01
CMU101S000000000D	U	1	S00000	000000	00	99999	D	01	All Civilian Total compensation for Service providing industries; Cost per hour worked	E	2004	Q01	2021	Q01
CMU101S000000000P	U	1	S00000	000000	00	99999	P	01	All Civilian Total compensation for Service providing industries; Percent of total compensation	E	2004	Q01	2021	Q01
CMU1020000000000D	U	1	000000	000000	00	99999	D	02	All Civilian Wages and salaries for All occupations; Cost per hour worked	C	2004	Q01	2021	Q01
CMU1020000000000L	U	1	000000	000000	00	99999	L	02	Wages and salaries costs per hour worked at 50th percentile (median) for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1020000000000M	U	1	000000	000000	00	99999	M	02	Wages and salaries costs per hour worked at 50th percentile (median) for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1020000000000N	U	1	000000	000000	00	99999	N	02	Wages and salaries costs per hour worked at 90th percentile for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1020000000000P	U	1	000000	000000	00	99999	P	02	All Civilian Wages and salaries for All occupations; Percent of total compensation	C	2004	Q01	2021	Q01
CMU1020000000000R	U	1	000000	000000	00	99999	R	02	Wages and salaries costs per hour worked at 90th percentile for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1020000000000T	U	1	000000	000000	00	99999	T	02	Wages and salaries costs per hour worked at 10th percentile for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1020000000000X	U	1	000000	000000	00	99999	X	02	Wages and salaries costs per hour worked at 10th percentile for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1020000100000D	U	1	000000	112900	00	99999	D	02	All Civilian Wages and salaries for Management, professional, and related occupations; Cost per hour worked	3	2004	Q01	2021	Q01
CMU1020000100000P	U	1	000000	112900	00	99999	P	02	All Civilian Wages and salaries for Management, professional, and related occupations; Percent of total compensation	3	2004	Q01	2021	Q01
CMU1020000110000D	U	1	000000	111300	00	99999	D	02	All Civilian Wages and salaries for Management, business, and financial occupations; Cost per hour worked	3	2004	Q01	2021	Q01
CMU1020000110000P	U	1	000000	111300	00	99999	P	02	All Civilian Wages and salaries for Management, business, and financial occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000120000D	U	1	000000	152900	00	99999	D	02	All Civilian Wages and salaries for Professional and related occupations; Cost per hour worked	3	2004	Q01	2021	Q01
CMU1020000120000P	U	1	000000	152900	00	99999	P	02	All Civilian Wages and salaries for Professional and related occupations; Percent of total compensation	3	2004	Q01	2021	Q01
CMU102000012A000D	U	1	000000	250001	00	99999	D	02	All Civilian Wages and salaries for Teachers; Cost per hour worked	3	2004	Q01	2021	Q01
CMU102000012A000P	U	1	000000	250001	00	99999	P	02	All Civilian Wages and salaries for Teachers; Percent of total compensation	3	2004	Q01	2021	Q01
CMU102000012C000D	U	1	000000	252000	00	99999	D	02	All Civilian Wages and salaries for Primary, secondary, and special education school teachers; Cost per hour worked	3	2004	Q01	2021	Q01
CMU102000012C000P	U	1	000000	252000	00	99999	P	02	All Civilian Wages and salaries for Primary, secondary, and special education school teachers; Percent of total compensation	3	2004	Q01	2021	Q01
CMU102000012N000D	U	1	000000	291111	00	99999	D	02	All Civilian Wages and salaries for Registered nurses; Cost per hour worked	2	2004	Q01	2021	Q01
CMU102000012N000P	U	1	000000	291111	00	99999	P	02	All Civilian Wages and salaries for Registered nurses; Percent of total compensation	2	2004	Q01	2021	Q01
CMU1020000200000D	U	1	000000	414300	00	99999	D	02	All Civilian Wages and salaries for Sales and office occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000200000P	U	1	000000	414300	00	99999	P	02	All Civilian Wages and salaries for Sales and office occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000210000D	U	1	000000	410000	00	99999	D	02	All Civilian Wages and salaries for Sales and related occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000210000P	U	1	000000	410000	00	99999	P	02	All Civilian Wages and salaries for Sales and related occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000220000D	U	1	000000	430000	00	99999	D	02	All Civilian Wages and salaries for Office and administrative support occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000220000P	U	1	000000	430000	00	99999	P	02	All Civilian Wages and salaries for Office and administrative support occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000300000D	U	1	000000	313900	00	99999	D	02	All Civilian Wages and salaries for Service occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000300000P	U	1	000000	313900	00	99999	P	02	All Civilian Wages and salaries for Service occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000400000D	U	1	000000	454900	00	99999	D	02	All Civilian Wages and salaries for Natural resources, construction, and maintenance occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000400000P	U	1	000000	454900	00	99999	P	02	All Civilian Wages and salaries for Natural resources, construction, and maintenance occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000405000D	U	1	000000	454700	00	99999	D	02	All Civilian Wages and salaries for Construction, extraction, farming, fishing, and forestry occupations; Cost per hour worked		2006	Q04	2021	Q01
CMU1020000405000P	U	1	000000	454700	00	99999	P	02	All Civilian Wages and salaries for Construction, extraction, farming, fishing, and forestry occupations; Percent of total compensation		2006	Q04	2021	Q01
CMU1020000420000D	U	1	000000	470000	00	99999	D	02	All Civilian Wages and salaries for Construction and extraction occupations; Cost per hour worked		2004	Q01	2006	Q03
CMU1020000420000P	U	1	000000	470000	00	99999	P	02	All Civilian Wages and salaries for Construction and extraction occupations; Percent of total compensation		2004	Q01	2006	Q03
CMU1020000430000D	U	1	000000	490000	00	99999	D	02	All Civilian Wages and salaries for Installation, maintenance, and repair occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000430000P	U	1	000000	490000	00	99999	P	02	All Civilian Wages and salaries for Installation, maintenance, and repair occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000500000D	U	1	000000	515300	00	99999	D	02	All Civilian Wages and salaries for Production, transportation, and material moving occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000500000P	U	1	000000	515300	00	99999	P	02	All Civilian Wages and salaries for Production, transportation, and material moving occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000510000D	U	1	000000	510000	00	99999	D	02	All Civilian Wages and salaries for Production occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000510000P	U	1	000000	510000	00	99999	P	02	All Civilian Wages and salaries for Production occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1020000520000D	U	1	000000	530000	00	99999	D	02	All Civilian Wages and salaries for Transportation and material moving occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1020000520000P	U	1	000000	530000	00	99999	P	02	All Civilian Wages and salaries for Transportation and material moving occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1026000000000D	U	1	600000	000000	00	99999	D	02	All Civilian Wages and salaries for Education and health services industries; Cost per hour worked		2004	Q01	2021	Q01
CMU1026000000000P	U	1	600000	000000	00	99999	P	02	All Civilian Wages and salaries for Education and health services industries; Percent of total compensation		2004	Q01	2021	Q01
CMU1026100000000D	U	1	610000	000000	00	99999	D	02	All Civilian Wages and salaries for Educational services; Cost per hour worked		2004	Q01	2021	Q01
CMU1026100000000P	U	1	610000	000000	00	99999	P	02	All Civilian Wages and salaries for Educational services; Percent of total compensation		2004	Q01	2021	Q01
CMU1026110000000D	U	1	611100	000000	00	99999	D	02	All Civilian Wages and salaries for Elementary and secondary schools; Cost per hour worked		2004	Q01	2021	Q01
CMU1026110000000P	U	1	611100	000000	00	99999	P	02	All Civilian Wages and salaries for Elementary and secondary schools; Percent of total compensation		2004	Q01	2021	Q01
CMU1026120000000D	U	1	612000	000000	00	99999	D	02	All Civilian Wages and salaries for Junior colleges, colleges, universities and professional schools; Cost per hour worked		2004	Q01	2021	Q01
CMU1026120000000P	U	1	612000	000000	00	99999	P	02	All Civilian Wages and salaries for Junior colleges, colleges, universities and professional schools; Percent of total compensation		2004	Q01	2021	Q01
CMU1026200000000D	U	1	620000	000000	00	99999	D	02	All Civilian Wages and salaries for Health care and social assistance; Cost per hour worked		2004	Q01	2021	Q01
CMU1026200000000P	U	1	620000	000000	00	99999	P	02	All Civilian Wages and salaries for Health care and social assistance; Percent of total compensation		2004	Q01	2021	Q01
CMU1026220000000D	U	1	622000	000000	00	99999	D	02	All Civilian Wages and salaries for Hospitals; Cost per hour worked		2004	Q01	2021	Q01
CMU1026220000000P	U	1	622000	000000	00	99999	P	02	All Civilian Wages and salaries for Hospitals; Percent of total compensation		2004	Q01	2021	Q01
CMU102G000000000D	U	1	G00000	000000	00	99999	D	02	All Civilian Wages and salaries for Goods producing industries; Cost per hour worked	D	2004	Q01	2021	Q01
CMU102G000000000P	U	1	G00000	000000	00	99999	P	02	All Civilian Wages and salaries for Goods producing industries; Percent of total compensation	D	2004	Q01	2021	Q01
CMU102S000000000D	U	1	S00000	000000	00	99999	D	02	All Civilian Wages and salaries for Service providing industries; Cost per hour worked	E	2004	Q01	2021	Q01
CMU102S000000000P	U	1	S00000	000000	00	99999	P	02	All Civilian Wages and salaries for Service providing industries; Percent of total compensation	E	2004	Q01	2021	Q01
CMU1030000000000D	U	1	000000	000000	00	99999	D	03	All Civilian Total benefits for All occupations; Cost per hour worked	C	2004	Q01	2021	Q01
CMU1030000000000L	U	1	000000	000000	00	99999	L	03	Total benefits costs per hour worked at 50th percentile (median) for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1030000000000M	U	1	000000	000000	00	99999	M	03	Total benefits costs per hour worked at 50th percentile (median) for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1030000000000N	U	1	000000	000000	00	99999	N	03	Total benefits costs per hour worked at 90th percentile for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1030000000000P	U	1	000000	000000	00	99999	P	03	All Civilian Total benefits for All occupations; Percent of total compensation	C	2004	Q01	2021	Q01
CMU1030000000000R	U	1	000000	000000	00	99999	R	03	Total benefits costs per hour worked at 90th percentile for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1030000000000T	U	1	000000	000000	00	99999	T	03	Total benefits costs per hour worked at 10th percentile for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1030000000000X	U	1	000000	000000	00	99999	X	03	Total benefits costs per hour worked at 10th percentile for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1030000100000D	U	1	000000	112900	00	99999	D	03	All Civilian Total benefits for Management, professional, and related occupations; Cost per hour worked	3	2004	Q01	2021	Q01
CMU1030000100000P	U	1	000000	112900	00	99999	P	03	All Civilian Total benefits for Management, professional, and related occupations; Percent of total compensation	3	2004	Q01	2021	Q01
CMU1030000110000D	U	1	000000	111300	00	99999	D	03	All Civilian Total benefits for Management, business, and financial occupations; Cost per hour worked	3	2004	Q01	2021	Q01
CMU1030000110000P	U	1	000000	111300	00	99999	P	03	All Civilian Total benefits for Management, business, and financial occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000120000D	U	1	000000	152900	00	99999	D	03	All Civilian Total benefits for Professional and related occupations; Cost per hour worked	3	2004	Q01	2021	Q01
CMU1030000120000P	U	1	000000	152900	00	99999	P	03	All Civilian Total benefits for Professional and related occupations; Percent of total compensation	3	2004	Q01	2021	Q01
CMU103000012A000D	U	1	000000	250001	00	99999	D	03	All Civilian Total benefits for Teachers; Cost per hour worked	3	2004	Q01	2021	Q01
CMU103000012A000P	U	1	000000	250001	00	99999	P	03	All Civilian Total benefits for Teachers; Percent of total compensation	3	2004	Q01	2021	Q01
CMU103000012C000D	U	1	000000	252000	00	99999	D	03	All Civilian Total benefits for Primary, secondary, and special education school teachers; Cost per hour worked	3	2004	Q01	2021	Q01
CMU103000012C000P	U	1	000000	252000	00	99999	P	03	All Civilian Total benefits for Primary, secondary, and special education school teachers; Percent of total compensation	3	2004	Q01	2021	Q01
CMU103000012N000D	U	1	000000	291111	00	99999	D	03	All Civilian Total benefits for Registered nurses; Cost per hour worked	2	2004	Q01	2021	Q01
CMU103000012N000P	U	1	000000	291111	00	99999	P	03	All Civilian Total benefits for Registered nurses; Percent of total compensation	2	2004	Q01	2021	Q01
CMU1030000200000D	U	1	000000	414300	00	99999	D	03	All Civilian Total benefits for Sales and office occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000200000P	U	1	000000	414300	00	99999	P	03	All Civilian Total benefits for Sales and office occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000210000D	U	1	000000	410000	00	99999	D	03	All Civilian Total benefits for Sales and related occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000210000P	U	1	000000	410000	00	99999	P	03	All Civilian Total benefits for Sales and related occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000220000D	U	1	000000	430000	00	99999	D	03	All Civilian Total benefits for Office and administrative support occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000220000P	U	1	000000	430000	00	99999	P	03	All Civilian Total benefits for Office and administrative support occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000300000D	U	1	000000	313900	00	99999	D	03	All Civilian Total benefits for Service occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000300000P	U	1	000000	313900	00	99999	P	03	All Civilian Total benefits for Service occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000400000D	U	1	000000	454900	00	99999	D	03	All Civilian Total benefits for Natural resources, construction, and maintenance occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000400000P	U	1	000000	454900	00	99999	P	03	All Civilian Total benefits for Natural resources, construction, and maintenance occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000405000D	U	1	000000	454700	00	99999	D	03	All Civilian Total benefits for Construction, extraction, farming, fishing, and forestry occupations; Cost per hour worked		2006	Q04	2021	Q01
CMU1030000405000P	U	1	000000	454700	00	99999	P	03	All Civilian Total benefits for Construction, extraction, farming, fishing, and forestry occupations; Percent of total compensation		2006	Q04	2021	Q01
CMU1030000420000D	U	1	000000	470000	00	99999	D	03	All Civilian Total benefits for Construction and extraction occupations; Cost per hour worked		2004	Q01	2006	Q03
CMU1030000420000P	U	1	000000	470000	00	99999	P	03	All Civilian Total benefits for Construction and extraction occupations; Percent of total compensation		2004	Q01	2006	Q03
CMU1030000430000D	U	1	000000	490000	00	99999	D	03	All Civilian Total benefits for Installation, maintenance, and repair occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000430000P	U	1	000000	490000	00	99999	P	03	All Civilian Total benefits for Installation, maintenance, and repair occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000500000D	U	1	000000	515300	00	99999	D	03	All Civilian Total benefits for Production, transportation, and material moving occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000500000P	U	1	000000	515300	00	99999	P	03	All Civilian Total benefits for Production, transportation, and material moving occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000510000D	U	1	000000	510000	00	99999	D	03	All Civilian Total benefits for Production occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000510000P	U	1	000000	510000	00	99999	P	03	All Civilian Total benefits for Production occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1030000520000D	U	1	000000	530000	00	99999	D	03	All Civilian Total benefits for Transportation and material moving occupations; Cost per hour worked		2004	Q01	2021	Q01
CMU1030000520000P	U	1	000000	530000	00	99999	P	03	All Civilian Total benefits for Transportation and material moving occupations; Percent of total compensation		2004	Q01	2021	Q01
CMU1036000000000D	U	1	600000	000000	00	99999	D	03	All Civilian Total benefits for Education and health services industries; Cost per hour worked		2004	Q01	2021	Q01
CMU1036000000000P	U	1	600000	000000	00	99999	P	03	All Civilian Total benefits for Education and health services industries; Percent of total compensation		2004	Q01	2021	Q01
CMU1036100000000D	U	1	610000	000000	00	99999	D	03	All Civilian Total benefits for Educational services; Cost per hour worked		2004	Q01	2021	Q01
CMU1036100000000P	U	1	610000	000000	00	99999	P	03	All Civilian Total benefits for Educational services; Percent of total compensation		2004	Q01	2021	Q01
CMU1036110000000D	U	1	611100	000000	00	99999	D	03	All Civilian Total benefits for Elementary and secondary schools; Cost per hour worked		2004	Q01	2021	Q01
CMU1036110000000P	U	1	611100	000000	00	99999	P	03	All Civilian Total benefits for Elementary and secondary schools; Percent of total compensation		2004	Q01	2021	Q01
CMU1036120000000D	U	1	612000	000000	00	99999	D	03	All Civilian Total benefits for Junior colleges, colleges, universities and professional schools; Cost per hour worked		2004	Q01	2021	Q01
CMU1036120000000P	U	1	612000	000000	00	99999	P	03	All Civilian Total benefits for Junior colleges, colleges, universities and professional schools; Percent of total compensation		2004	Q01	2021	Q01
CMU1036200000000D	U	1	620000	000000	00	99999	D	03	All Civilian Total benefits for Health care and social assistance; Cost per hour worked		2004	Q01	2021	Q01
CMU1036200000000P	U	1	620000	000000	00	99999	P	03	All Civilian Total benefits for Health care and social assistance; Percent of total compensation		2004	Q01	2021	Q01
CMU1036220000000D	U	1	622000	000000	00	99999	D	03	All Civilian Total benefits for Hospitals; Cost per hour worked		2004	Q01	2021	Q01
CMU1036220000000P	U	1	622000	000000	00	99999	P	03	All Civilian Total benefits for Hospitals; Percent of total compensation		2004	Q01	2021	Q01
CMU103G000000000D	U	1	G00000	000000	00	99999	D	03	All Civilian Total benefits for Goods producing industries; Cost per hour worked	D	2004	Q01	2021	Q01
CMU103G000000000P	U	1	G00000	000000	00	99999	P	03	All Civilian Total benefits for Goods producing industries; Percent of total compensation	D	2004	Q01	2021	Q01
CMU103S000000000D	U	1	S00000	000000	00	99999	D	03	All Civilian Total benefits for Service providing industries; Cost per hour worked	E	2004	Q01	2021	Q01
CMU103S000000000P	U	1	S00000	000000	00	99999	P	03	All Civilian Total benefits for Service providing industries; Percent of total compensation	E	2004	Q01	2021	Q01
CMU1040000000000D	U	1	000000	000000	00	99999	D	04	All Civilian Paid leave for All occupations; Cost per hour worked	C	2004	Q01	2021	Q01
CMU1040000000000L	U	1	000000	000000	00	99999	L	04	Paid leave benefit costs per hour worked at 50th percentile (median) for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1040000000000M	U	1	000000	000000	00	99999	M	04	Paid leave benefit costs per hour worked at 50th percentile (median) for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1040000000000N	U	1	000000	000000	00	99999	N	04	Paid leave benefit costs per hour worked at 90th percentile for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1040000000000P	U	1	000000	000000	00	99999	P	04	All Civilian Paid leave for All occupations; Percent of total compensation	C	2004	Q01	2021	Q01
CMU1040000000000R	U	1	000000	000000	00	99999	R	04	Paid leave benefit costs per hour worked at 90th percentile for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1040000000000T	U	1	000000	000000	00	99999	T	04	Paid leave benefit costs per hour worked at 10th percentile for civilian workers, current dollar		2009	Q01	2021	Q01
CMU1040000000000X	U	1	000000	000000	00	99999	X	04	Paid leave benefit costs per hour worked at 10th percentile for civilian workers, constant dollar		2009	Q01	2021	Q01
CMU1040000100000D	U	1	000000	112900	00	99999	D	04	All Civilian Paid leave for Management, professional, and related occupations; Cost per hour worked	3	2004	Q01	2021	Q01
CMU1040000100000P	U	1	000000	112900	00	99999	P	04	All Civilian Paid leave for Management, professional, and related occupations; Percent of total compensation	3	2004	Q01	2021	Q01
