YEAR,NAICS,SECTOR_CODE_MP,SECTOR_NAME_MP,01_2_MP,01_3_MP,03_2_MP,03_3_MP,04_2_MP,04_3_MP,05_2_MP,05_3_MP,06_2_MP,06_3_MP,07_2_MP,07_3_MP,08_2_MP,08_3_MP,15_2_MP,15_3_MP,16_2_MP,16_3_MP,17_2_MP,17_3_MP,18_2_MP,18_3_MP,19_2_MP,19_3_MP,20_2_MP,20_3_MP,51_2_MP,51_3_MP,55_2_MP,55_3_MP,56_2_MP,56_3_MP,57_2_MP,57_3_MP,61_1_MP,62_1_MP,63_1_MP,64_1_MP,65_1_MP,66_1_MP,67_1_MP,68_1_MP,69_1_MP,70_1_MP,71_1_MP,74_2_MP,74_3_MP,76_2_MP,76_3_MP,77_2_MP,77_3_MP,78_2_MP,78_3_MP
1987,325000,5800,Chemical products (NAICS 325),     115.615,,      65.511,,      33.899,,     104.877,,      62.714,,     223.428,,      28.069,,      68.752,,      95.716,,      93.269,,      97.458,,      78.280,,      98.473,,      75.740,,     112.574,,      74.486,,      90.706,,     209.488,      49.648,      41.489,       9.318,      77.437,      31.596,       0.237,       0.198,       0.044,       0.370,       0.151,     100.098,,      84.966,,      95.188,,      80.965,
1987,326000,5850,Plastics and rubber products (NAICS 326),      83.672,,      86.506,,      61.972,,     105.226,,      59.761,,     116.796,,      51.167,,      91.321,,      98.878,,      93.928,,      96.762,,      99.269,,      99.080,,      72.382,,     108.690,,      81.429,,      93.766,,      83.804,      10.759,      21.818,       2.771,      38.379,      10.077,       0.128,       0.260,       0.033,       0.458,       0.120,      99.780,,      83.666,,      96.820,,      80.821,
1987,327000,5050,Nonmetallic mineral products (NAICS 327),      93.547,,     111.953,,      71.140,,     123.572,,      76.654,,     147.215,,      52.069,,      89.804,,      98.756,,      94.696,,      97.078,,      96.442,,      99.644,,     104.729,,     188.287,,     114.628,,     104.241,,      55.786,       8.006,      17.217,       5.164,      18.334,       7.065,       0.144,       0.309,       0.093,       0.329,       0.127,     103.073,,      94.452,,      96.545,,      93.969,
1987,331000,5100,Primary metal products (NAICS 331),      85.896,,     100.975,,     113.856,,     146.668,,      52.262,,      76.178,,      68.605,,      95.749,,      99.752,,      96.980,,      97.274,,      99.217,,      99.788,,      86.733,,     182.804,,      72.129,,     111.543,,      94.328,       7.279,      25.764,       9.970,      40.347,      10.968,       0.077,       0.273,       0.106,       0.428,       0.116,     100.763,,      68.088,,      95.216,,      65.321,
1987,332000,5150,Fabricated metal products (NAICS 332),      99.325,,      80.267,,      69.960,,      98.986,,      72.758,,     113.957,,      63.847,,      94.027,,      98.441,,      97.110,,      96.653,,      99.097,,      99.290,,      79.725,,     127.334,,      71.764,,      68.196,,     138.756,      20.295,      49.133,       2.818,      52.047,      14.463,       0.146,       0.354,       0.020,       0.375,       0.104,     100.367,,      85.109,,      94.359,,      80.589,
1987,333000,5200,Machinery (NAICS 333),      94.503,,      67.135,,      55.292,,     106.210,,      52.289,,     114.745,,      45.570,,      90.237,,      97.640,,      96.060,,      95.917,,      97.928,,      98.309,,      63.445,,     170.871,,      46.522,,      82.676,,     139.709,      18.223,      51.240,       1.813,      50.781,      17.652,       0.130,       0.367,       0.013,       0.363,       0.126,     100.356,,      67.117,,      94.909,,      63.912,
1987,334000,5250,Computer and electronic products (NAICS 334),      17.557,,      88.839,,      31.493,,     142.138,,       8.477,,      49.527,,      17.116,,      72.186,,      95.240,,      92.346,,      91.638,,      86.592,,      94.865,,      15.597,,     385.425,,     135.778,,     103.648,,     200.934,      28.798,      69.761,       2.322,      71.340,      28.712,       0.143,       0.347,       0.012,       0.355,       0.143,     100.600,,      78.899,,      91.963,,      72.884,
1987,335000,5300,"Electrical equipment, appliances, and components (NAICS 335)",      95.853,,     104.356,,      81.348,,     155.680,,      55.136,,     122.964,,      44.839,,      86.408,,      97.919,,      91.897,,      95.716,,      97.405,,      98.654,,     100.028,,     207.401,,      75.538,,     156.774,,      69.778,      12.317,      23.569,       1.030,      23.989,       8.873,       0.177,       0.338,       0.015,       0.344,       0.127,     100.366,,      70.003,,      98.990,,      69.540,
1987,336100,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      86.182,,      71.532,,      60.418,,     115.059,,      46.656,,     102.036,,      45.725,,      91.790,,      98.861,,      95.854,,      97.216,,      97.478,,      99.373,,      61.647,,     207.996,,      55.489,,     145.875,,     201.881,      23.052,      48.147,       2.641,     107.348,      20.693,       0.114,       0.238,       0.013,       0.532,       0.103,     100.364,,      60.285,,     100.268,,      60.689,
1987,336200,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      86.182,,      71.532,,      60.418,,     115.059,,      46.656,,     102.036,,      45.725,,      91.790,,      98.861,,      95.854,,      97.216,,      97.478,,      99.373,,      61.647,,     207.996,,      55.489,,     145.875,,     201.881,      23.052,      48.147,       2.641,     107.348,      20.693,       0.114,       0.238,       0.013,       0.532,       0.103,     100.364,,      60.285,,     100.268,,      60.689,
1987,336300,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      86.182,,      71.532,,      60.418,,     115.059,,      46.656,,     102.036,,      45.725,,      91.790,,      98.861,,      95.854,,      97.216,,      97.478,,      99.373,,      61.647,,     207.996,,      55.489,,     145.875,,     201.881,      23.052,      48.147,       2.641,     107.348,      20.693,       0.114,       0.238,       0.013,       0.532,       0.103,     100.364,,      60.285,,     100.268,,      60.689,
1987,336400,5370,Other transportation equipment (NAICS 3364-3369),     108.897,,      75.104,,      64.186,,     130.884,,      53.634,,     127.419,,      42.093,,      87.401,,      98.075,,     100.801,,      95.196,,      94.994,,      98.092,,      81.785,,     160.240,,      49.490,,      80.119,,     118.773,      24.648,      42.602,       1.063,      35.362,      15.098,       0.208,       0.359,       0.009,       0.298,       0.127,     100.003,,      64.490,,      91.788,,      59.183,
1987,336500,5370,Other transportation equipment (NAICS 3364-3369),     108.897,,      75.104,,      64.186,,     130.884,,      53.634,,     127.419,,      42.093,,      87.401,,      98.075,,     100.801,,      95.196,,      94.994,,      98.092,,      81.785,,     160.240,,      49.490,,      80.119,,     118.773,      24.648,      42.602,       1.063,      35.362,      15.098,       0.208,       0.359,       0.009,       0.298,       0.127,     100.003,,      64.490,,      91.788,,      59.183,
1987,336600,5370,Other transportation equipment (NAICS 3364-3369),     108.897,,      75.104,,      64.186,,     130.884,,      53.634,,     127.419,,      42.093,,      87.401,,      98.075,,     100.801,,      95.196,,      94.994,,      98.092,,      81.785,,     160.240,,      49.490,,      80.119,,     118.773,      24.648,      42.602,       1.063,      35.362,      15.098,       0.208,       0.359,       0.009,       0.298,       0.127,     100.003,,      64.490,,      91.788,,      59.183,
1987,336700,5370,Other transportation equipment (NAICS 3364-3369),     108.897,,      75.104,,      64.186,,     130.884,,      53.634,,     127.419,,      42.093,,      87.401,,      98.075,,     100.801,,      95.196,,      94.994,,      98.092,,      81.785,,     160.240,,      49.490,,      80.119,,     118.773,      24.648,      42.602,       1.063,      35.362,      15.098,       0.208,       0.359,       0.009,       0.298,       0.127,     100.003,,      64.490,,      91.788,,      59.183,
1987,336800,5370,Other transportation equipment (NAICS 3364-3369),     108.897,,      75.104,,      64.186,,     130.884,,      53.634,,     127.419,,      42.093,,      87.401,,      98.075,,     100.801,,      95.196,,      94.994,,      98.092,,      81.785,,     160.240,,      49.490,,      80.119,,     118.773,      24.648,      42.602,       1.063,      35.362,      15.098,       0.208,       0.359,       0.009,       0.298,       0.127,     100.003,,      64.490,,      91.788,,      59.183,
1987,336900,5370,Other transportation equipment (NAICS 3364-3369),     108.897,,      75.104,,      64.186,,     130.884,,      53.634,,     127.419,,      42.093,,      87.401,,      98.075,,     100.801,,      95.196,,      94.994,,      98.092,,      81.785,,     160.240,,      49.490,,      80.119,,     118.773,      24.648,      42.602,       1.063,      35.362,      15.098,       0.208,       0.359,       0.009,       0.298,       0.127,     100.003,,      64.490,,      91.788,,      59.183,
1987,337000,5400,Furniture and related products (NAICS 337),     106.613,,     102.422,,      62.435,,     142.929,,      64.234,,     174.894,,      36.727,,      91.592,,      98.276,,      94.916,,      94.273,,      99.182,,      99.036,,     109.196,,     163.865,,      82.998,,     119.918,,      39.962,       3.269,      14.536,       0.519,      16.245,       5.393,       0.082,       0.364,       0.013,       0.407,       0.135,      99.980,,      72.594,,      96.139,,      69.782,
1987,339000,5450,Miscellaneous manufacturing (NAICS 339),      75.712,,      82.690,,      52.430,,      91.549,,      55.585,,     119.408,,      46.550,,      86.388,,      96.202,,      96.453,,      93.193,,      95.883,,      97.834,,      62.606,,     192.339,,      97.470,,      79.428,,      55.463,       7.692,      16.663,       0.868,      21.567,       8.672,       0.139,       0.300,       0.016,       0.389,       0.156,     100.598,,      95.720,,      94.705,,      91.160,
1988,311000,5500,"Food and beverage and tobacco products (NAICS 311,312)",     104.865,         2.3,      77.335,         0.4,      69.997,         1.7,      89.400,         1.0,      82.052,         1.9,     115.858,         1.0,      70.821,         0.9,      94.863,         0.1,      99.189,         0.0,      96.821,         0.0,      98.518,         0.0,      99.368,         0.0,      99.487,         0.0,      81.098,         2.8,      76.407,         4.5,      69.565,        -2.2,     124.089,        12.2,     316.880,      37.367,      47.828,       4.156,     188.907,      38.623,       0.118,       0.151,       0.013,       0.596,       0.122,      99.757,         0.0,      82.005,        -1.8,     102.343,         1.3,      83.718,        -0.5
1988,312000,5500,"Food and beverage and tobacco products (NAICS 311,312)",     104.865,         2.3,      77.335,         0.4,      69.997,         1.7,      89.400,         1.0,      82.052,         1.9,     115.858,         1.0,      70.821,         0.9,      94.863,         0.1,      99.189,         0.0,      96.821,         0.0,      98.518,         0.0,      99.368,         0.0,      99.487,         0.0,      81.098,         2.8,      76.407,         4.5,      69.565,        -2.2,     124.089,        12.2,     316.880,      37.367,      47.828,       4.156,     188.907,      38.623,       0.118,       0.151,       0.013,       0.596,       0.122,      99.757,         0.0,      82.005,        -1.8,     102.343,         1.3,      83.718,        -0.5
1988,313000,5550,"Textile mills and textile product mills (NAICS 313,314)",      86.625,         1.2,     196.218,        -1.7,     130.025,         0.3,     249.536,        -1.4,      55.721,         0.9,     130.725,        -0.8,      42.624,         1.7,      92.588,         0.1,      99.388,         0.0,      94.504,         0.1,      94.493,         0.0,      99.219,         0.0,      99.393,         0.0,     169.975,        -0.5,     251.052,         0.3,     169.054,        -2.9,     251.031,         1.1,      56.505,       4.548,      17.506,       1.822,      26.285,       6.345,       0.080,       0.310,       0.032,       0.465,       0.112,      99.536,         0.1,      75.763,        -0.7,      97.495,         0.3,      73.522,        -0.4
1988,314000,5550,"Textile mills and textile product mills (NAICS 313,314)",      86.625,         1.2,     196.218,        -1.7,     130.025,         0.3,     249.536,        -1.4,      55.721,         0.9,     130.725,        -0.8,      42.624,         1.7,      92.588,         0.1,      99.388,         0.0,      94.504,         0.1,      94.493,         0.0,      99.219,         0.0,      99.393,         0.0,     169.975,        -0.5,     251.052,         0.3,     169.054,        -2.9,     251.031,         1.1,      56.505,       4.548,      17.506,       1.822,      26.285,       6.345,       0.080,       0.310,       0.032,       0.465,       0.112,      99.536,         0.1,      75.763,        -0.7,      97.495,         0.3,      73.522,        -0.4
1988,315000,5600,"Apparel and leather and applied products (NAICS 315,316)",     106.796,         0.5,     512.505,        -1.8,     109.571,         2.0,     381.381,        -2.1,     107.294,         0.8,     499.525,        -3.2,      21.479,         4.2,      87.695,         0.3,      98.817,         0.0,      90.982,         0.2,      90.030,         0.0,      98.201,         0.0,      99.348,         0.0,     547.337,        -1.2,    2614.060,        11.0,    1093.097,        -5.7,     648.301,        20.5,      67.439,       4.791,      18.869,       0.781,      36.045,       6.954,       0.071,       0.280,       0.012,       0.534,       0.103,     101.599,         0.1,     120.314,        -2.0,     104.100,         2.0,     127.067,         0.0
1988,316000,5600,"Apparel and leather and applied products (NAICS 315,316)",     106.796,         0.5,     512.505,        -1.8,     109.571,         2.0,     381.381,        -2.1,     107.294,         0.8,     499.525,        -3.2,      21.479,         4.2,      87.695,         0.3,      98.817,         0.0,      90.982,         0.2,      90.030,         0.0,      98.201,         0.0,      99.348,         0.0,     547.337,        -1.2,    2614.060,        11.0,    1093.097,        -5.7,     648.301,        20.5,      67.439,       4.791,      18.869,       0.781,      36.045,       6.954,       0.071,       0.280,       0.012,       0.534,       0.103,     101.599,         0.1,     120.314,        -2.0,     104.100,         2.0,     127.067,         0.0
1988,321000,5000,Wood products (NAICS 321),     103.925,         0.5,     113.416,        -0.5,      94.719,        -1.7,     143.119,         1.1,      71.866,        -0.4,     124.440,         1.8,      57.751,        -2.2,      97.044,        -0.3,      99.053,         0.0,      98.263,        -0.3,      96.219,         0.2,     100.064,         0.0,      99.655,         0.0,     117.868,         0.0,     130.551,        -6.4,      97.844,        -0.8,     120.785,        -0.3,      48.494,       5.413,      14.316,       1.232,      22.873,       4.660,       0.112,       0.295,       0.025,       0.472,       0.096,      99.458,        -0.2,      76.872,        -0.6,      96.863,        -0.1,      74.058,        -0.8
1988,322000,5650,Paper products (NAICS 322),      97.166,         1.1,     107.894,         2.7,      98.779,         1.8,     154.677,         1.0,      60.510,         2.2,     106.131,         2.0,      57.014,         0.2,      90.051,         0.0,      98.497,         0.0,      93.237,         0.0,      97.086,        -0.2,      99.106,         0.0,      99.027,         0.0,     104.835,         3.8,     134.033,         1.6,      80.792,         4.3,     130.798,         4.0,      94.280,      20.083,      25.351,       5.393,      32.374,      11.079,       0.213,       0.269,       0.057,       0.343,       0.118,      98.899,         0.0,      74.191,         0.9,      97.080,         0.3,      71.216,         1.2
1988,323000,5700,Printing and related support activities (NAICS 323),      82.209,         1.3,     146.681,         1.6,      74.055,         3.0,     162.024,         5.9,      68.385,        -2.4,     162.833,        -0.1,      41.997,        -2.3,      92.191,        -0.1,      98.880,         0.0,      95.304,        -0.2,      97.112,         0.1,      99.333,         0.0,      98.597,         0.0,     120.585,         3.0,     116.431,        -1.6,     174.576,         0.0,     127.958,        -3.8,      68.813,       3.826,      24.449,       0.869,      30.741,       8.927,       0.056,       0.355,       0.013,       0.447,       0.130,      99.362,        -0.1,      97.939,        -2.4,      95.479,        -1.2,      92.896,        -3.7
1988,324000,5750,Petroleum and coal products (NAICS 324),      85.530,         1.3,      90.535,         1.0,      80.760,         0.0,     116.374,        -1.4,      60.332,         3.8,      95.882,         2.3,      62.923,         1.5,      91.067,         0.2,      98.622,         0.0,      95.336,         0.0,      99.378,         0.0,      97.675,         0.1,      99.162,         0.0,      77.435,         2.3,      47.296,         8.7,      92.296,         0.4,      47.656,        14.9,     124.055,      21.139,       8.049,       3.075,      85.557,       6.234,       0.170,       0.065,       0.025,       0.690,       0.050,      99.254,         0.2,      80.444,         1.3,      97.619,         0.7,      77.871,         2.3
1988,325000,5800,Chemical products (NAICS 325),     113.109,        -2.2,      70.392,         7.5,      34.969,         3.2,     109.472,         4.4,      63.502,         1.3,     227.688,         1.9,      27.890,        -0.6,      68.649,        -0.1,      95.719,         0.0,      92.953,        -0.3,      97.561,         0.1,      78.382,         0.1,      98.521,         0.0,      79.620,         5.1,     115.471,         2.6,      80.594,         8.2,     106.894,        17.8,     238.473,      54.364,      45.822,       9.683,      89.596,      39.008,       0.228,       0.192,       0.041,       0.376,       0.164,     100.047,        -0.1,      86.285,         1.6,      97.104,         2.0,      83.834,         3.5
1988,326000,5850,Plastics and rubber products (NAICS 326),      83.142,        -0.6,      90.321,         4.4,      63.145,         1.9,     108.095,         2.7,      60.493,         1.2,     118.923,         1.8,      50.867,        -0.6,      91.254,        -0.1,      98.894,         0.0,      93.880,        -0.1,      96.819,         0.1,      99.220,         0.0,      99.087,         0.0,      75.094,         3.7,     108.947,         0.2,      86.089,         5.7,     100.120,         6.8,      92.026,      11.340,      23.212,       2.789,      43.496,      11.188,       0.123,       0.252,       0.030,       0.473,       0.122,      99.710,        -0.1,      84.883,         1.5,      97.301,         0.5,      82.346,         1.9
1988,327000,5050,Nonmetallic mineral products (NAICS 327),      95.493,         2.1,     111.661,        -0.3,      72.848,         2.4,     127.518,         3.2,      76.193,        -0.6,     146.372,        -0.6,      52.055,         0.0,      89.800,         0.0,      98.872,         0.1,      94.422,        -0.3,      97.302,         0.2,      96.569,         0.1,      99.665,         0.0,     106.628,         1.8,     180.017,        -4.4,     111.965,        -2.3,     100.936,        -3.2,      57.663,       8.388,      18.074,       5.030,      18.996,       7.176,       0.145,       0.313,       0.087,       0.329,       0.124,     102.436,        -0.6,      92.988,        -1.5,      95.866,        -0.7,      91.294,        -2.8
1988,331000,5100,Primary metal products (NAICS 331),      83.561,        -2.7,     113.589,        12.5,     112.967,        -0.8,     152.864,         4.2,      54.996,         5.2,      84.022,        10.3,      65.454,        -4.6,      95.342,        -0.4,      99.742,         0.0,      96.601,        -0.4,      97.330,         0.1,      99.192,         0.0,      99.784,         0.0,      94.917,         9.4,     196.410,         7.4,      87.376,        21.1,     129.215,        15.8,     118.013,      12.309,      28.783,      10.974,      52.529,      13.419,       0.104,       0.244,       0.093,       0.445,       0.114,     101.090,         0.3,      72.777,         6.9,      96.405,         1.2,      70.920,         8.6
1988,332000,5150,Fabricated metal products (NAICS 332),     100.846,         1.5,      82.860,         3.2,      70.689,         1.0,     102.253,         3.3,      74.034,         1.8,     118.209,         3.7,      62.630,        -1.9,      93.771,        -0.3,      98.494,         0.1,      96.783,        -0.3,      96.750,         0.1,      99.090,         0.0,      99.301,         0.0,      83.561,         4.8,     121.798,        -4.3,      75.633,         5.4,      67.851,        -0.5,     152.479,      20.937,      53.147,       2.734,      60.627,      15.034,       0.137,       0.349,       0.018,       0.398,       0.099,     100.225,        -0.1,      85.866,         0.9,      94.028,        -0.4,      80.905,         0.4
1988,333000,5200,Machinery (NAICS 333),     100.453,         6.3,      69.444,         3.4,      56.664,         2.5,     111.520,         5.0,      54.723,         4.7,     123.110,         7.3,      44.451,        -2.5,      89.914,        -0.4,      97.653,         0.0,      95.820,        -0.2,      95.897,         0.0,      97.800,        -0.1,      98.306,         0.0,      69.759,        10.0,     161.920,        -5.2,      48.215,         3.6,      82.991,         0.4,     158.070,      24.946,      55.361,       1.766,      57.291,      18.706,       0.158,       0.350,       0.011,       0.362,       0.118,     100.231,        -0.1,      66.786,        -0.5,      94.381,        -0.6,      63.165,        -1.2
1988,334000,5250,Computer and electronic products (NAICS 334),      18.713,         6.6,      91.446,         2.9,      33.001,         4.8,     144.257,         1.5,       9.192,         8.4,      51.855,         4.7,      17.727,         3.6,      72.553,         0.5,      95.330,         0.1,      92.382,         0.0,      91.736,         0.1,      86.877,         0.3,      94.896,         0.0,      17.112,         9.7,     359.270,        -6.8,     140.916,         3.8,     107.049,         3.3,     218.880,      32.010,      75.928,       2.201,      77.820,      30.919,       0.146,       0.347,       0.010,       0.356,       0.141,     100.510,        -0.1,      79.615,         0.9,      92.232,         0.3,      73.696,         1.1
1988,335000,5300,"Electrical equipment, appliances, and components (NAICS 335)",      96.645,         0.8,     107.440,         3.0,      81.186,        -0.2,     158.556,         1.8,      56.237,         2.0,     127.899,         4.0,      43.970,        -1.9,      86.097,        -0.4,      97.947,         0.0,      91.817,        -0.1,      95.738,         0.0,      97.122,        -0.3,      98.634,         0.0,     103.836,         3.8,     196.689,        -5.2,      80.892,         7.1,     156.779,         0.0,      75.733,      14.486,      23.105,       1.001,      27.817,       9.324,       0.191,       0.305,       0.013,       0.367,       0.123,     100.267,        -0.1,      71.280,         1.8,      98.773,        -0.2,      70.583,         1.5
1988,336100,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      88.254,         2.4,      73.549,         2.8,      61.534,         1.8,     119.312,         3.7,      47.438,         1.7,     105.487,         3.4,      44.971,        -1.6,      91.620,        -0.2,      98.883,         0.0,      95.607,        -0.3,      97.248,         0.0,      97.539,         0.1,      99.359,         0.0,      64.910,         5.3,     195.856,        -5.8,      56.345,         1.5,     159.858,         9.6,     216.757,      23.560,      52.675,       2.504,     114.475,      23.542,       0.109,       0.243,       0.012,       0.528,       0.109,     100.247,        -0.1,      59.661,        -1.0,     100.869,         0.6,      60.350,        -0.6
1988,336200,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      88.254,         2.4,      73.549,         2.8,      61.534,         1.8,     119.312,         3.7,      47.438,         1.7,     105.487,         3.4,      44.971,        -1.6,      91.620,        -0.2,      98.883,         0.0,      95.607,        -0.3,      97.248,         0.0,      97.539,         0.1,      99.359,         0.0,      64.910,         5.3,     195.856,        -5.8,      56.345,         1.5,     159.858,         9.6,     216.757,      23.560,      52.675,       2.504,     114.475,      23.542,       0.109,       0.243,       0.012,       0.528,       0.109,     100.247,        -0.1,      59.661,        -1.0,     100.869,         0.6,      60.350,        -0.6
1988,336300,5360,"Motor vehicles, bodies and trailers, and parts (NAICS 3361-3363)",      88.254,         2.4,      73.549,         2.8,      61.534,         1.8,     119.312,         3.7,      47.438,         1.7,     105.487,         3.4,      44.971,        -1.6,      91.620,        -0.2,      98.883,         0.0,      95.607,        -0.3,      97.248,         0.0,      97.539,         0.1,      99.359,         0.0,      64.910,         5.3,     195.856,        -5.8,      56.345,         1.5,     159.858,         9.6,     216.757,      23.560,      52.675,       2.504,     114.475,      23.542,       0.109,       0.243,       0.012,       0.528,       0.109,     100.247,        -0.1,      59.661,        -1.0,     100.869,         0.6,      60.350,        -0.6
1988,336400,5370,Other transportation equipment (NAICS 3364-3369),     106.651,        -2.1,      79.225,         5.5,      67.865,         5.7,     132.841,         1.5,      54.483,         1.6,     124.505,        -2.3,      43.760,         4.0,      88.068,         0.8,      98.211,         0.1,     100.919,         0.1,      95.127,        -0.1,      95.375,         0.4,      98.203,         0.1,      84.495,         3.3,     155.881,        -2.7,      55.747,        12.6,      80.132,         0.0,     124.446,      22.857,      43.718,       1.036,      41.303,      15.532,       0.184,       0.351,       0.008,       0.332,       0.125,      99.964,         0.0,      66.598,         3.3,      91.594,        -0.2,      60.964,         3.0
1988,336500,5370,Other transportation equipment (NAICS 3364-3369),     106.651,        -2.1,      79.225,         5.5,      67.865,         5.7,     132.841,         1.5,      54.483,         1.6,     124.505,        -2.3,      43.760,         4.0,      88.068,         0.8,      98.211,         0.1,     100.919,         0.1,      95.127,        -0.1,      95.375,         0.4,      98.203,         0.1,      84.495,         3.3,     155.881,        -2.7,      55.747,        12.6,      80.132,         0.0,     124.446,      22.857,      43.718,       1.036,      41.303,      15.532,       0.184,       0.351,       0.008,       0.332,       0.125,      99.964,         0.0,      66.598,         3.3,      91.594,        -0.2,      60.964,         3.0
